"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.293237629E1,2.149740529E-1,-1.335816881E0,2.957928643E0,3.252685420E0
1.294236729E1,-1.563656563E-1,-9.784963100E-1,1.811152244E0,2.064504226E0
1.295235729E1,-8.556164883E-1,-6.707567655E-1,5.758033919E-1,1.230261663E0
1.296234729E1,-1.205972587E0,-4.256663360E-1,-7.417128736E-1,1.478411207E0
1.297233729E1,-1.583080428E0,-2.175111598E-1,-1.705788342E0,2.337342212E0
1.298232729E1,-1.768937394E0,-1.278148717E-1,-2.293217753E0,2.899021181E0
1.299231729E1,-1.660685259E0,-3.779597805E-1,-2.503364929E0,3.027798721E0
1.300230729E1,-1.073955175E0,-6.450263853E-1,-2.215980127E0,2.545585724E0
1.301229729E1,-6.346779831E-1,-9.569827956E-1,-1.663122963E0,2.021041861E0
1.302228729E1,6.284426585E-2,-1.368254310E0,-1.450864942E0,1.995263977E0
1.303227729E1,5.889569959E-1,-1.574449792E0,-1.168760176E0,2.047379505E0
1.304226729E1,8.953753620E-1,-1.538844341E0,-1.069506614E0,2.076916788E0
1.305225729E1,9.575719026E-1,-1.561758703E0,-1.167975479E0,2.172602337E0
1.306224729E1,8.843913674E-1,-1.495393682E0,-1.466527294E0,2.273555071E0
1.307223729E1,7.929353598E-1,-1.281653392E0,-1.889503765E0,2.416941534E0
1.308222729E1,5.665636218E-1,-1.034025124E0,-2.434520981E0,2.705012884E0
1.309221729E1,4.108888140E-1,-7.960544108E-1,-2.936122037E0,3.069746709E0
1.310220729E1,1.232306546E-1,-5.983995183E-1,-3.479913093E0,3.533137828E0
1.311219729E1,-2.794055454E-1,-3.626092315E-1,-3.993808504E0,4.019957622E0
1.312218729E1,-6.321211419E-1,-2.291070655E-2,-4.391922614E0,4.437238588E0
1.313217729E1,-9.225665228E-1,2.785392804E-1,-4.738406979E0,4.835412476E0
1.314216729E1,-1.066902848E0,5.429440865E-1,-4.945508925E0,5.088332585E0
1.315215729E1,-1.094724924E0,7.378025481E-1,-4.933727371E0,5.107292925E0
1.316214729E1,-9.756896465E-1,8.796532224E-1,-4.757557780E0,4.935596834E0
1.317213729E1,-8.033888657E-1,9.480364095E-1,-4.527455226E0,4.694896966E0
1.318212829E1,-7.726943457E-1,1.032638457E0,-4.048996865E0,4.249444004E0
1.319211829E1,-7.324298340E-1,1.207346829E0,-3.380221574E0,3.663336965E0
1.320210829E1,-7.667774020E-1,1.212958109E0,-2.707370190E0,3.064158662E0
1.321209829E1,-1.047526930E0,9.844945300E-1,-1.945734683E0,2.419178705E0
1.322208829E1,-1.478848985E0,6.957835793E-1,-9.996896893E-1,1.915851922E0
1.323207829E1,-1.748906149E0,5.168997109E-1,-3.600949287E-2,1.824048988E0
1.324206829E1,-1.886622257E0,3.103085187E-1,7.033516306E-1,2.037237942E0
1.325205829E1,-1.719581193E0,2.415192425E-2,1.307001802E0,2.160045487E0
1.326204829E1,-9.624404405E-1,-1.847304994E-1,1.856788593E0,2.099543007E0
1.327203829E1,-4.397193879E-2,-2.868608916E-1,2.275069165E0,2.293504394E0
1.328202829E1,8.745434868E-1,-1.473518810E-1,2.640248247E0,2.785219865E0
1.329201829E1,1.476676598E0,1.458938777E-2,2.990792919E0,3.335510292E0
1.330200829E1,1.170388625E0,-3.577621821E-1,2.887301880E0,3.135971214E0
1.331199767E1,2.245168550E-1,-5.665554357E-1,2.479539279E0,2.553332708E0
1.332198767E1,-7.071798027E-1,-2.387540942E-1,2.111350635E0,2.239399092E0
1.333197767E1,-1.644628220E0,-3.164922416E-1,1.810178683E0,2.466113579E0
1.334196767E1,-2.364731977E0,-6.898922172E-1,1.902610298E0,3.112528641E0
1.335195767E1,-2.749361385E0,-1.253714664E0,2.359091315E0,3.833549310E0
1.336194767E1,-2.445240828E0,-2.048044146E0,2.964113243E0,4.354268578E0
1.337193767E1,-1.483941618E0,-2.870057856E0,3.563520675E0,4.810196922E0
1.338192767E1,-3.831388056E-3,-3.255761543E0,3.987273071E0,5.147654267E0
1.339191767E1,1.285030305E0,-3.160722946E0,3.932841926E0,5.206603311E0
1.340190767E1,1.931619212E0,-2.920387765E0,3.381788628E0,4.867885763E0
1.341189767E1,2.064333758E0,-2.451851982E0,2.690948285E0,4.185003546E0
1.342188767E1,1.153740433E0,-1.981070431E0,1.713939945E0,2.862402343E0
1.343187767E1,-2.104002146E-1,-1.600513756E0,6.344866329E-1,1.734498723E0
1.344186867E1,-1.178842383E0,-1.017000956E0,-4.755698365E-1,1.627921060E0
1.345185867E1,-2.012534006E0,-2.549352403E-1,-1.569169317E0,2.564678820E0
1.346184867E1,-2.918792644E0,3.520658246E-1,-2.376187989E0,3.780154785E0
1.347183867E1,-2.873430530E0,7.366401216E-1,-3.378917645E0,4.496256902E0
1.348182867E1,-2.467252525E0,1.009987367E0,-3.814377921E0,4.653696212E0
1.349181867E1,-1.701872900E0,1.101757516E0,-3.660021368E0,4.184016899E0
1.350180867E1,-6.046096998E-1,1.070832762E0,-3.053453436E0,3.291779698E0
1.351179867E1,5.205664998E-1,1.006728275E0,-2.485568343E0,2.731765233E0
1.352178867E1,1.520762997E0,9.891421893E-1,-2.039467889E0,2.729569862E0
1.353177867E1,2.249720315E0,1.050733982E0,-1.720884683E0,3.021047416E0
1.354176867E1,2.628089547E0,1.117113620E0,-1.688068355E0,3.317283871E0
1.355175867E1,2.714533614E0,1.187724012E0,-2.026467775E0,3.589700922E0
1.356174867E1,2.668740267E0,1.375018661E0,-2.533178127E0,3.928083802E0
1.357173867E1,2.452319467E0,1.554787798E0,-3.292167769E0,4.389715764E0
1.358172867E1,2.098265589E0,1.720533119E0,-3.949884220E0,4.792132933E0
1.359171867E1,1.743525979E0,1.863676321E0,-4.207357591E0,4.920876971E0
1.360170867E1,1.441213089E0,1.928633916E0,-4.231774979E0,4.868741462E0
1.361169867E1,1.218076031E0,1.888359318E0,-4.079721644E0,4.657653790E0
1.362168867E1,1.095343998E0,1.769160319E0,-3.734835908E0,4.275360332E0
1.363167867E1,1.096787968E0,1.715437125E0,-3.097854268E0,3.707070196E0
1.364166867E1,1.239093117E0,1.615244500E0,-2.309206379E0,3.078441269E0
1.365165867E1,1.327608267E0,1.351773786E0,-1.411663454E0,2.362758936E0
1.366164867E1,1.371721124E0,1.109075745E0,-6.247194439E-1,1.871347705E0
1.367163867E1,1.359101663E0,1.026170560E0,-2.072896421E-2,1.703118621E0
1.368162867E1,1.384284305E0,9.274616656E-1,6.220870274E-1,1.778600700E0
1.369161867E1,1.489959864E0,6.996485889E-1,1.165054210E0,2.016640736E0
1.370160867E1,1.562815002E0,3.601341051E-1,1.718588482E0,2.350666644E0
1.371159867E1,1.573318209E0,-4.377079457E-3,2.562665636E0,3.007092368E0
1.372158867E1,1.654678122E0,-2.067245087E-1,3.567553500E0,3.938036654E0
1.373157867E1,1.775460986E0,-3.830111901E-1,4.587127815E0,4.933629585E0
1.374156967E1,1.855154296E0,-5.472660559E-1,5.263191660E0,5.607341977E0
1.375155967E1,1.876260406E0,-6.928722507E-1,5.470852600E0,5.825002424E0
1.376154967E1,1.862758746E0,-6.164570358E-1,5.287696171E0,5.640001793E0
1.377153967E1,1.879324201E0,-1.105224623E-1,4.807284840E0,5.162757229E0
1.378152967E1,1.662290027E0,3.691624984E-1,4.165116720E0,4.499742924E0
1.379151967E1,1.146482284E0,6.308895721E-1,3.503005502E0,3.739450605E0
1.380150967E1,4.892521749E-1,1.104441534E0,2.892964908E0,3.135028668E0
1.381149967E1,-1.285155143E-1,1.577431141E0,2.323365996E0,2.811198107E0
1.382148967E1,-5.928661519E-1,1.494737917E0,1.957725568E0,2.533460305E0
1.383147967E1,-8.642241745E-1,1.012847532E0,2.224546883E0,2.592557112E0
1.384146967E1,-7.637033746E-1,3.761472899E-1,3.070381125E0,3.186215605E0
1.385145967E1,-2.527513053E-1,-2.360583816E-1,4.098244454E0,4.112811008E0
1.386144967E1,3.646233049E-1,-8.741574244E-1,5.022820226E0,5.111342718E0
1.387143967E1,7.752276519E-1,-1.435748282E0,5.563093012E0,5.797443825E0
1.388142967E1,9.196603104E-1,-1.744077956E0,5.670338548E0,6.003359248E0
1.389141967E1,7.383856617E-1,-1.777841972E0,5.203460013E0,5.548146679E0
1.390140967E1,3.317414877E-1,-1.577200176E0,4.123481621E0,4.427269304E0
1.391139967E1,-1.556498109E-1,-1.213737982E0,2.548752186E0,2.827282168E0
1.392138967E1,-5.481073241E-1,-7.869957581E-1,9.745548481E-1,1.367311637E0
1.393137967E1,-7.109543265E-1,-3.674432708E-1,-3.752637756E-1,8.839080908E-1
1.394136967E1,-6.373558617E-1,-1.937990923E-1,-1.588480917E0,1.722513340E0
1.395135967E1,-4.264469393E-1,-1.537387946E-1,-2.450237712E0,2.491818102E0
1.396134967E1,-1.070707047E-1,-1.879102153E-1,-2.825050668E0,2.833317077E0
1.397133967E1,1.561222659E-1,-4.045928246E-1,-2.890783312E0,2.923131484E0
1.398132967E1,4.266124155E-1,-6.261979124E-1,-2.621493888E0,2.728800503E0
1.399131967E1,6.588217212E-1,-8.128696874E-1,-2.369937315E0,2.590638158E0
1.400130967E1,7.652927940E-1,-9.949769796E-1,-2.251854549E0,2.578080907E0
1.401129967E1,5.724371499E-1,-1.143999995E0,-2.202367809E0,2.546928394E0
1.402128967E1,1.577168016E-1,-1.134485552E0,-2.065119624E0,2.361493409E0
1.403127967E1,-3.154686865E-1,-1.016812383E0,-1.888390455E0,2.167820662E0
1.404126967E1,-6.958962844E-1,-9.440852997E-1,-1.671717201E0,2.042108492E0
1.405125967E1,-7.896202809E-1,-8.860068069E-1,-1.427656174E0,1.856531820E0
1.406124967E1,-7.655103104E-1,-8.299726470E-1,-1.320377893E0,1.737313561E0
1.407123967E1,-6.666812561E-1,-7.035055585E-1,-1.376142204E0,1.683196760E0
1.408123067E1,-5.769013529E-1,-4.764442876E-1,-1.798757316E0,1.948163806E0
1.409122067E1,-5.944861230E-1,-2.849158153E-1,-2.407084091E0,2.495725264E0
1.410121067E1,-8.017200704E-1,-1.654949141E-1,-3.149705037E0,3.254348700E0
1.411120067E1,-1.136235185E0,-6.744178534E-2,-3.815853758E0,3.981999334E0
1.412119067E1,-1.465770664E0,3.880504668E-3,-4.288143307E0,4.531740474E0
1.413118067E1,-1.539391349E0,-1.632586464E-2,-4.556280245E0,4.809332794E0
1.414117067E1,-1.835634098E0,-3.883311331E-2,-4.134095487E0,4.523472786E0
1.415116067E1,-1.656739119E0,-3.317259926E-1,-3.537202942E0,3.920029502E0
1.416115067E1,-1.436113586E0,-7.270059568E-1,-2.575868649E0,3.037442870E0
1.417114067E1,-1.269452299E0,-1.127060173E0,-1.462589779E0,2.240745999E0
1.418113067E1,-1.120211475E0,-1.684443958E0,-4.248206824E-1,2.067050510E0
1.419112067E1,-1.090806558E0,-2.121534438E0,6.979815477E-1,2.485547336E0
1.420111067E1,-1.057685736E0,-2.309627671E0,1.840064387E0,3.136704647E0
1.421110067E1,-1.056824003E0,-2.373870737E0,2.325217810E0,3.486943807E0
1.422109067E1,-8.869005539E-1,-2.248503217E0,1.887502263E0,3.066761175E0
1.423108067E1,-3.561192606E-1,-1.810464319E0,1.037207179E0,2.116695706E0
1.424107067E1,2.281998700E-1,-1.184847912E0,1.609311622E-1,1.217307930E0
1.425106067E1,7.153137182E-1,-4.506338006E-1,-7.508444703E-1,1.130713030E0
1.426105067E1,9.374112877E-1,-6.208076566E-2,-1.689424909E0,1.933067631E0
1.427104067E1,8.188098738E-1,1.975911579E-1,-2.626612540E0,2.758366421E0
1.428103067E1,4.980509189E-1,8.183806881E-1,-3.355515334E0,3.489596657E0
1.429102067E1,-2.362995793E-1,1.193223464E0,-3.801391255E0,3.991264862E0
1.430101067E1,-1.340986258E0,1.113629118E0,-3.708408832E0,4.097646888E0
1.431100067E1,-3.082659401E0,7.339129803E-1,-2.369905740E0,3.957002712E0
1.432099067E1,-3.617446622E0,-8.703712061E-2,-4.444842839E-1,3.645690854E0
1.433098067E1,-3.559008087E0,-1.142531759E0,1.951974832E0,4.216885477E0
1.434097067E1,-2.460290245E0,-2.055739082E0,4.598907031E0,5.606160643E0
1.435096067E1,-9.381997848E-1,-2.477889780E0,6.668348917E0,7.175446598E0
1.436095067E1,6.458863646E-2,-2.696959223E0,7.795028436E0,8.248650136E0
1.437094067E1,5.381474693E-1,-2.451738693E0,8.168868999E0,8.545820385E0
1.438093067E1,2.959787473E-2,-2.059230016E0,7.400845410E0,7.682045110E0
1.439092067E1,-8.554065733E-1,-1.367207951E0,5.831524065E0,6.050425679E0
1.440091067E1,-1.552747120E0,-4.469334633E-1,3.697737663E0,4.035348432E0
1.441090067E1,-2.456853252E0,2.556036501E-1,1.302819289E0,2.792633028E0
1.442089067E1,-3.226002431E0,1.000742407E0,-4.259912950E-1,3.404415608E0
1.443088067E1,-3.443847467E0,1.741488809E0,-1.240159357E0,4.053500201E0
1.444087067E1,-3.643583091E0,2.047023953E0,-1.361874998E0,4.395532768E0
1.445086067E1,-3.191773708E0,1.902933211E0,-1.005179640E0,3.849540273E0
1.446085067E1,-1.892995429E0,1.638931278E0,-7.003543478E-1,2.600004547E0
1.447084067E1,-2.220126387E-1,1.400269424E0,-3.646943486E-1,1.463914628E0
1.448083067E1,1.213136157E0,1.154589887E0,-2.788449436E-1,1.697802004E0
1.449082067E1,2.224131292E0,9.169111689E-1,-4.003699654E-1,2.438807537E0
1.450081067E1,2.873074434E0,8.153661561E-1,-5.010069788E-1,3.028264630E0
1.451080067E1,3.163853545E0,7.555425619E-1,-8.595874786E-1,3.364476847E0
1.452079167E1,3.048716606E0,7.023627933E-1,-1.639487348E0,3.532124744E0
1.453078167E1,2.805147038E0,7.529404778E-1,-2.537123829E0,3.856522603E0
1.454077167E1,2.475420501E0,9.032080729E-1,-3.379663165E0,4.285512173E0
1.455076167E1,2.064007191E0,9.929176634E-1,-4.009245154E0,4.617364819E0
1.456075167E1,1.816864682E0,1.085290003E0,-4.549606817E0,5.017745894E0
1.457074167E1,1.596638221E0,1.185772869E0,-5.086326835E0,5.461321413E0
1.458073167E1,1.380890728E0,1.316147871E0,-5.280653200E0,5.614659619E0
1.459072167E1,1.170709199E0,1.390151986E0,-5.090121678E0,5.404851642E0
1.460071167E1,1.068708907E0,1.373498531E0,-4.599077185E0,4.917331380E0
1.461070167E1,9.478530993E-1,1.161496911E0,-3.973908675E0,4.247287456E0
1.462069167E1,8.047407420E-1,9.986271040E-1,-3.140381067E0,3.392175851E0
1.463068167E1,9.268327975E-1,8.726020651E-1,-2.251165747E0,2.586155567E0
1.464067167E1,1.265196695E0,7.483963872E-1,-1.344797035E0,1.992309940E0
1.465066167E1,1.630306050E0,5.532058769E-1,-5.166348320E-1,1.797455454E0
1.466065167E1,1.869373117E0,1.580222455E-1,3.019800371E-1,1.900189154E0
1.467064167E1,2.049364740E0,-2.871186807E-1,1.399875467E0,2.498396345E0
1.468063167E1,2.328934446E0,-6.238470393E-1,2.671800992E0,3.598838886E0
1.469062167E1,2.598237172E0,-8.451572082E-1,3.744454578E0,4.635306591E0
1.470061167E1,2.797380766E0,-8.369289333E-1,4.496064448E0,5.361005942E0
1.471060167E1,2.606679382E0,-8.831470069E-1,4.798929754E0,5.532129140E0
1.472059167E1,1.949528064E0,-8.351768151E-1,4.696290654E0,5.152991936E0
1.473058167E1,1.272730248E0,-4.281350304E-1,4.422250367E0,4.621627441E0
1.474057167E1,5.901580140E-1,9.332024619E-2,4.010698187E0,4.054959321E0
1.475056167E1,-1.804962382E-1,4.362074771E-1,3.524313340E0,3.555789698E0
1.476055167E1,-7.951868302E-1,8.107039518E-1,3.051249620E0,3.255716087E0
1.477054167E1,-1.263125612E0,1.187896139E0,2.725744480E0,3.230521091E0
1.478053167E1,-1.544196444E0,1.142905542E0,2.613026535E0,3.243251980E0
1.479052167E1,-1.662782948E0,7.377182020E-1,2.840026556E0,3.372658613E0
1.480051167E1,-1.649663111E0,-1.997079961E-2,3.541826336E0,3.907213970E0
1.481050167E1,-1.311535149E0,-8.145538317E-1,4.497632087E0,4.755240980E0
1.482049167E1,-6.669845805E-1,-1.439596627E0,5.250697914E0,5.485174151E0
1.483048167E1,5.799414665E-3,-1.905394742E0,5.483894815E0,5.805485776E0
1.484047167E1,5.406119245E-1,-1.951139996E0,5.246659243E0,5.623756906E0
1.485046167E1,6.386742626E-1,-1.796915736E0,4.606306683E0,4.985466100E0
1.486045167E1,3.891855575E-1,-1.592956522E0,3.651697857E0,4.002983027E0
1.487044167E1,-4.070407614E-2,-1.363119577E0,2.510830069E0,2.857274828E0
1.488043167E1,-5.720610277E-1,-9.757738464E-1,1.214471369E0,1.659617162E0
1.489042167E1,-9.155400699E-1,-5.145398112E-1,-8.434257746E-2,1.053602633E0
1.490041167E1,-1.099459707E0,-1.896035324E-1,-1.319211958E0,1.727738793E0
1.491040167E1,-1.062985214E0,-3.060191475E-2,-2.095119933E0,2.349553485E0
1.492039167E1,-8.159269041E-1,-5.462750260E-2,-2.256201954E0,2.399826688E0
1.493038167E1,-4.355210871E-1,-2.242037732E-1,-1.898364050E0,1.960543806E0
1.494037167E1,-3.359430045E-2,-4.344741431E-1,-1.559176426E0,1.618927881E0
1.495036167E1,3.318654487E-1,-6.410380726E-1,-1.169569430E0,1.374393371E0
1.496035167E1,6.566927500E-1,-7.645116059E-1,-8.674227476E-1,1.329716356E0
1.497034167E1,8.666607092E-1,-8.542255819E-1,-7.879397911E-1,1.449707296E0
1.498033167E1,9.730282862E-1,-8.869150988E-1,-8.061480206E-1,1.543786601E0
1.499032167E1,9.798939407E-1,-8.242857181E-1,-9.586510062E-1,1.599578329E0
1.500031167E1,9.131441733E-1,-6.896497039E-1,-1.115355216E0,1.597956900E0
1.501030167E1,6.399988031E-1,-5.874714011E-1,-1.380235839E0,1.630880771E0
1.502029167E1,2.006238163E-1,-5.135648611E-1,-1.640199539E0,1.730391086E0
1.503028167E1,-2.297293554E-1,-4.593662152E-1,-1.981654129E0,2.047131159E0
1.504027167E1,-7.507811742E-1,-3.757110876E-1,-2.337639635E0,2.483825729E0
1.505026167E1,-1.005689079E0,-2.396493030E-1,-2.850312978E0,3.032016884E0
1.506025167E1,-1.237350208E0,-9.767072082E-2,-3.508939841E0,3.721993272E0
1.507024167E1,-1.313750220E0,6.795188181E-2,-4.207622470E0,4.408474106E0
1.508023167E1,-1.387208644E0,2.518397243E-1,-4.833849910E0,5.035263253E0
1.509022167E1,-1.388697491E0,5.436324500E-1,-5.111742343E0,5.324840537E0
1.510021167E1,-1.396380733E0,7.041354498E-1,-5.219883088E0,5.449116014E0
1.511020167E1,-1.299975496E0,8.189253563E-1,-5.058643193E0,5.286818134E0
1.512019167E1,-1.169371502E0,8.613314107E-1,-4.645668384E0,4.867397276E0
1.513018167E1,-1.093779721E0,6.851938333E-1,-4.264834551E0,4.455856642E0
1.514017167E1,-1.105635682E0,3.905073206E-1,-3.517815329E0,3.708092626E0
1.515016167E1,-1.257115697E0,2.288006714E-1,-2.640319583E0,2.933253676E0
1.516015167E1,-1.234856663E0,1.131637958E-1,-1.573717867E0,2.003563063E0
1.517014167E1,-9.977112839E-1,-9.476231575E-2,-5.251343447E-1,1.131447649E0
1.518013167E1,-5.666207783E-1,-2.445485388E-1,3.782172042E-1,7.238172060E-1
1.519012267E1,2.966804132E-2,-3.754241355E-1,8.915243858E-1,9.678012217E-1
1.520011267E1,7.662803887E-1,-3.873330134E-1,1.328196790E0,1.581555946E0
1.521010267E1,1.577027244E0,-9.979106739E-2,1.768307356E0,2.371472980E0
1.522009267E1,1.708098284E0,1.180323337E-1,2.217440761E0,2.801530816E0
1.523008267E1,1.086787767E0,1.761663750E-2,2.718322025E0,2.927574530E0
1.524007267E1,-1.089751428E-1,-1.625438243E-1,2.557020734E0,2.564498218E0
1.525006267E1,-9.713032115E-1,2.143849459E-1,2.242322418E0,2.453039066E0
1.526005267E1,-1.756775624E0,2.524614295E-1,2.111826598E0,2.758588216E0
1.527004267E1,-2.617591456E0,-4.792258081E-1,2.296950615E0,3.515312864E0
1.528003267E1,-3.256105651E0,-1.316345799E0,3.452525904E0,4.924928974E0
1.529002267E1,-3.172541923E0,-2.295515416E0,5.131901203E0,6.455294202E0
1.530001267E1,-2.201289436E0,-3.330808217E0,6.336281447E0,7.489220329E0
1.531000308E1,-5.708869068E-1,-3.814638122E0,7.053023202E0,8.038812857E0
1.531999308E1,8.422618863E-1,-3.631122090E0,6.887206691E0,7.831223960E0
1.532998308E1,1.410720006E0,-3.161504719E0,5.874520980E0,6.818741802E0
1.533997308E1,1.210566306E0,-2.449040202E0,4.301887772E0,5.096028561E0
1.534996308E1,3.248679395E-1,-1.545346591E0,2.466406433E0,2.928616731E0
1.535995308E1,-1.027169995E0,-6.005418650E-1,3.825681174E-1,1.249834827E0
1.536994308E1,-2.308780409E0,4.369701733E-1,-1.639038867E0,2.864936006E0
1.537993308E1,-3.089545082E0,1.460148859E0,-3.237460635E0,4.707278924E0
1.538992308E1,-3.354890851E0,2.120527840E0,-4.406324891E0,5.930230180E0
1.539991308E1,-3.132271564E0,2.333346609E0,-5.092455302E0,6.417844852E0
1.540990308E1,-2.456363548E0,2.271045403E0,-5.104891745E0,6.103383392E0
1.541989308E1,-1.469638159E0,1.974768740E0,-4.331060700E0,4.981730090E0
1.542988308E1,-4.684814031E-1,1.611776516E0,-3.049219467E0,3.480666275E0
1.543987308E1,5.012494920E-1,1.333611457E0,-2.155974246E0,2.584181789E0
1.544986308E1,1.239734118E0,1.096198861E0,-1.600112783E0,2.301945599E0
1.545985308E1,1.673292148E0,1.026315132E0,-1.313016833E0,2.361618633E0
1.546984308E1,1.889234208E0,1.029653015E0,-1.296961548E0,2.512269986E0
1.547983308E1,1.994031369E0,1.093239877E0,-1.701300019E0,2.840027515E0
1.548982308E1,1.966374624E0,1.207740346E0,-2.283337712E0,3.246366740E0
1.549981308E1,1.832445757E0,1.375292311E0,-3.027020513E0,3.796332385E0
1.550980308E1,1.553606076E0,1.502451564E0,-3.681754299E0,4.269234974E0
1.551979308E1,1.350937050E0,1.678987629E0,-4.161152893E0,4.686066983E0
1.552978308E1,1.178571073E0,1.822308439E0,-4.445076143E0,4.946568481E0
1.553977308E1,9.283498576E-1,1.853562538E0,-4.502566552E0,4.956877353E0
1.554976308E1,8.170136091E-1,1.846726997E0,-4.296276199E0,4.747199281E0
1.555975308E1,7.410265566E-1,1.688505434E0,-3.689719377E0,4.124827274E0
1.556974308E1,8.287247050E-1,1.401528768E0,-2.773709190E0,3.216291373E0
1.557973308E1,9.812097104E-1,1.210425388E0,-1.842527819E0,2.413050119E0
1.558972308E1,1.185765194E0,1.027118686E0,-7.559373951E-1,1.741394050E0
1.559971308E1,1.304051443E0,7.749911320E-1,3.414955205E-1,1.554921417E0
1.560970308E1,1.366125046E0,4.472161762E-1,1.280526779E0,1.925110070E0
1.561969308E1,1.300208069E0,8.558284499E-2,2.278321386E0,2.624616883E0
1.562968308E1,1.190116839E0,-2.193919167E-1,3.014467710E0,3.248311327E0
1.563967308E1,1.124558003E0,-4.636775500E-1,3.478437256E0,3.684990273E0
1.564966308E1,1.202187100E0,-5.333431777E-1,3.794607316E0,4.016061933E0
1.565965308E1,1.365628033E0,-5.692534871E-1,3.859521934E0,4.133388322E0
1.566964308E1,1.580882021E0,-6.784194685E-1,3.747109798E0,4.123138705E0
1.567963308E1,1.749488531E0,-6.706574359E-1,3.550031149E0,4.014126639E0
1.568962308E1,1.819465669E0,-4.063619728E-1,3.389846091E0,3.868674437E0
1.569961308E1,1.845793781E0,9.106307477E-4,3.201935876E0,3.695855634E0
1.570960308E1,1.343919075E0,4.694466323E-2,2.796107535E0,3.102666535E0
1.571959308E1,5.342657952E-1,3.231145057E-1,2.434294109E0,2.513091868E0
1.572958308E1,-8.517185882E-2,8.943225709E-1,2.098549325E0,2.282756312E0
1.573957308E1,-3.699565503E-1,9.386474622E-1,1.614348999E0,1.903693672E0
1.574956308E1,-2.785530214E-1,6.085114738E-1,1.729279531E0,1.854261496E0
1.575955308E1,-8.114371195E-2,3.625997297E-2,2.491250668E0,2.492835529E0
1.576954308E1,1.112144803E-1,-8.321581900E-1,3.217674242E0,3.325399741E0
1.577953308E1,4.983725157E-1,-1.591213028E0,3.917784176E0,4.257859429E0
1.578952308E1,9.267819268E-1,-2.065295918E0,4.672855598E0,5.192297315E0
1.579951308E1,1.219893784E0,-2.341669536E0,5.029574929E0,5.680508871E0
1.580950308E1,1.506459245E0,-2.173280250E0,4.629359331E0,5.331372648E0
1.581949308E1,1.651097726E0,-1.683115763E0,3.420206589E0,4.154132338E0
1.582948308E1,1.394043016E0,-1.126918158E0,1.916780441E0,2.624375683E0
1.583947308E1,6.582185809E-1,-5.090420763E-1,6.175478339E-1,1.036214680E0
1.584946308E1,-1.310922360E-1,1.826862762E-1,-2.908393371E-1,3.676234077E-1
1.585945308E1,-7.551556224E-1,6.946527278E-1,-8.496425343E-1,1.332176738E0
